id,title,type,de_level,en_level,de_reason,en_reason,bid_count,budget_min_eur,budget_max_eur,bid_avg_eur,P,C,z_P,z_C,bargain_score,bargain_tier,url
40553791,Build Investment Return Security Token,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,22.0,29.659928697518254,247.1660724793188,273.9049475929906,1.1229338842975207,3.1354942159291497,0.6273336797468693,-0.5223718057366458,0.5748527427417576,high,https://www.freelancer.com/projects/blockchain/Build-Investment-Return-Security-Token
40553554,Full-Stack DApp Developer Needed,hourly,0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 帖子为英语，要求清晰沟通，推断至少流利英语 / Post in English, requires clear communication, infer at least fluent English",184.0,17.795957218510953,35.591914437021906,24.717359492500297,0.38893115942029,5.220355825078324,-0.3037611330581865,1.2974050480888646,-0.8005830905735256,low,https://www.freelancer.com/projects/solidity/Full-Stack-DApp-Developer-Needed
40553500,Luxury Yoga Sailing Video Creation,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 默认英语入门，未明确要求更高水平 / Default English beginner, no higher level specified",75.0,29.659928697518254,247.1660724793188,118.08606278771936,0.40654545454545454,4.330733340286331,-0.28141710317055735,0.5208957587610802,-0.40115643096581877,low,https://www.freelancer.com/projects/motion-graphics/Luxury-Yoga-Sailing-Video-Creation
40553497,JTL-Spezialist für eBay & Amazon gesucht,fixed,3,1,[AI辅助] 岗位明确要求'Sehr gute Deutschkenntnisse' / Job explicitly requires 'very good German skills',"[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner",16.0,4943.321449586376,9886.642899172752,5828.484946652936,0.17906249999999993,2.833213344056216,-0.5699830604894054,-0.7862184474391838,0.1081176934748892,mid,https://www.freelancer.com/projects/ebay/JTL-Spezialist-eBay-Amazon-gesucht
40553176,B2B Logistics Cold Calling Expert,hourly,0,3,[AI辅助] 未发现德语要求 / No German requirement found,[rule] 命中规则: C1 / rule hits: C1,17.0,6.922571042885328,12.97982070540999,9.467633926299051,0.4201680672268907,2.8903717578961645,-0.26413658965930426,-0.7363275779201435,0.2360954941304196,mid,https://www.freelancer.com/projects/lead-generation/Logistics-Cold-Calling-Expert
40553171,ESP32 Camera PCB Design,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 工作描述为英语，需理解技术细节，基本流畅英语 / Job description in English, requires fluent understanding of technical details",15.0,13.587276314423177,113.22730262019313,83.26705640741639,0.6993151515151517,2.772588722239781,0.08996618595904023,-0.8391348055654654,0.4645504957622528,high,https://www.freelancer.com/projects/embedded-systems/ESP-Camera-PCB-Design
40553082,MMA Content Video Editor,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,60.0,29.659928697518254,247.1660724793188,99.67383816182662,0.32189393939393934,4.110873864173311,-0.3887989751749802,0.3289908457592271,-0.35889491046710364,mid,https://www.freelancer.com/projects/adobe-premiere-pro/MMA-Content-Video-Editor
40553065,Ecopia Media's Digital Magazine Platform Development,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未体现更高英语要求，默认入门 / No higher English requirement shown, default beginner",134.0,247.1660724793188,741.4982174379564,446.13483460608757,0.40250014925373123,4.90527477843843,-0.28654864103230904,1.0223857406978143,-0.6544671908650617,low,https://www.freelancer.com/projects/magazine-design/Ecopia-Media-Digital-Magazine-Platform
40552981,Prototyp kontaktloser Seifenspender mit Duft,fixed,1,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未明确英语要求，默认入门 / No explicit English requirement, default beginner",6.0,247.1660724793188,741.4982174379564,503.5596783311988,0.5186666666666666,1.9459101490553132,-0.13918945813158684,-1.5607033386675362,0.7107569402679746,high,https://www.freelancer.com/projects/3d-printing/Prototyp-kontaktloser-Seifenspender-mit
40552856,Baselinker Setup With Otto & Shopify Base.com,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,143.0,25.95964141081998,216.33034509016647,129.94343581723734,0.5462174189446917,4.969813299576001,-0.10424086507392917,1.0787183559807105,-0.5914796105273199,low,https://www.freelancer.com/projects/api-integration/Baselinker-Setup-With-Otto-Shopify
40552852,Smart Parking Disc Modification -- 2,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,23.0,29.659928697518254,247.1660724793188,135.40402231475727,0.48616600790513836,3.1780538303479458,-0.1804170908909443,-0.48522353609266194,0.1524032226008588,mid,https://www.freelancer.com/projects/electronics/Smart-Parking-Disc-Modification-40552852
40552330,Development of a Modern Fixed-Price Painting Services Platform Everything in the webshop should be written in German.,fixed,0,2,"[AI辅助] 未发现德语要求，仅要求网站内容为德语 / No German requirement for freelancer, only website content must be German",[AI辅助] 发帖语言为英语且项目沟通需英语 / Post language is English and communication requires English,279.0,25.95964141081998,216.33034509016647,169.02607861534685,0.7515149885956338,5.634789603169249,0.15618255803454617,1.6591446443784716,-0.7514810431719627,low,https://www.freelancer.com/projects/web-development/Development-Modern-Fixed-Price-Painting
40552053,DJI Osmo Pocket Color Grading Expert Needed,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 默认英语入门，未明确更高要求 / Default English beginner, no explicit higher requirement",51.0,29.659928697518254,247.1660724793188,94.36897575131952,0.2975044563279857,3.9512437185814275,-0.41973744501990407,0.18965725985303591,-0.30469735243647,mid,https://www.freelancer.com/projects/color-grading/DJI-Osmo-Pocket-Color-Grading
40546051,Freelance Field Representative - Studio Partnerships (Bangalore),fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 默认英语入门，未体现更高英语要求 / Default English beginner, no higher requirement indicated",9.0,13.587276314423177,113.22730262019313,49.66904341605805,0.3621212121212121,2.302585092994046,-0.3377700025292414,-1.2493786903211646,0.4558043438959616,high,https://www.freelancer.com/projects/sales/Freelance-Field-Representative-Studio
40551020,Social Media Content Strategist & Creator,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 岗位要求撰写吸引力文案，需流利英语 / Job requires writing compelling captions, so fluent English needed",42.0,247.1660724793188,741.4982174379564,414.7446696202969,0.3389999999999999,3.7612001156935624,-0.3670996493305211,0.02377720899724849,-0.1954384291638848,mid,https://www.freelancer.com/projects/content-creation/Social-Media-Content-Strategist-Creator
40550859,Melancholische Klassik-Songkomposition,fixed,2,1,"[AI辅助] 岗位用德语发布，需理解已有德语歌词与文本 / Job is in German, requires understanding German lyrics and texts.","[AI辅助] 未发现英语要求，默认入门 / No English requirement found, default beginner.",6.0,247.1660724793188,741.4982174379564,355.9191443702191,0.22000000000000003,1.9459101490553132,-0.5180531525921527,-1.5607033386675362,0.5213250930376918,high,https://www.freelancer.com/projects/german-translator/Melancholische-Klassik-Songkomposition
40550659,German Audio Adaptation of Children’s Stories,fixed,3,2,[AI辅助] 翻译并改编儿童故事需精通德语 / Translating and adapting children's stories requires proficient German,"[AI辅助] 需理解英语儿童脚本，要求流畅英语 / Need to understand English children's scripts, fluent English required",11.0,29.659928697518254,247.1660724793188,76.84617889811548,0.21694214876033058,2.4849066497880004,-0.5219320883659428,-1.0902388473929465,0.28415337951350184,mid,https://www.freelancer.com/projects/translation/German-Audio-Adaptation-Children-Stories
40550417,Hilfe für Stripe-Zahlungsoptionen und Rechnungen,fixed,2,1,[AI辅助] 文本明确要求'flüssiges Deutsch' / The text explicitly requires 'fluent German',"[AI辅助] 未发现英语要求，设定为默认入门 / No English requirement found, default beginner",55.0,29.659928697518254,247.1660724793188,128.418503403073,0.4540495867768595,4.02535169073515,-0.22115731174421804,0.254342595233318,-0.237749953488768,mid,https://www.freelancer.com/projects/stripe/Hilfe-Stripe-Zahlungsoptionen-und
40550207,Master Thesis Examiner Needed,fixed,0,3,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 需要高水平学术英语进行论文评审 / High-level academic English is required for thesis examination,51.0,25.95964141081998,216.33034509016647,127.6773213179218,0.5343137254901962,3.9512437185814275,-0.11934090060929597,0.18965725985303591,-0.15449908023116593,mid,https://www.freelancer.com/projects/digital-marketing/Master-Thesis-Examiner-Needed
40549835,LearnDash WooCommerce Kursverkauf Integration,fixed,3,1,[AI辅助] 明确要求德语母语者，需熟悉德国法律 / Explicitly requires a German-speaking freelancer familiar with German law,"[AI辅助] 未提及英语要求，默认入门水平 / No English requirement mentioned, default beginner level",119.0,1482.9964348759129,2965.9928697518258,1780.1982255007154,0.20040627450980372,4.787491742782046,-0.5429081232198154,0.919578513052492,-0.7312433181361537,low,https://www.freelancer.com/projects/learndash/LearnDash-WooCommerce-Kursverkauf
40549809,Digital Ergonomics | Human Simulation | Xsens Motion Capture | ema Work Designer,hourly,0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 英文发布岗位，需撰写技术文档和报告，流畅英语 / Job posted in English, requires writing technical docs and reports, fluent English",9.0,11.863971479007303,17.795957218510953,24.057497721320356,2.0555555555555545,2.302585092994046,1.8103799696134075,-1.2493786903211646,1.5298793299672862,high,https://www.freelancer.com/projects/simulation/Digital-Ergonomics-Human-Simulation
40549724,Video & HTML5 Ads,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未明确要求英语水平，默认入门 / No explicit English requirement, default beginner",56.0,741.4982174379564,1482.9964348759129,897.6388514805647,0.21057452380952352,4.04305126783455,-0.5300095278094764,0.269791716933599,-0.3999006223715377,mid,https://www.freelancer.com/projects/video-ads/Video-HTML-Ads
40549344,Remote Software Sales Executive Needed,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 需要演示与谈判，要求流畅英语 / Demos and negotiations require fluent English,16.0,216.33034509016647,648.9910352704994,433.2015160430584,0.5012500000000001,2.833213344056216,-0.16128279299270784,-0.7862184474391838,0.31246782722323796,high,https://www.freelancer.com/projects/saas/Remote-Software-Sales-Executive-Needed
40548129,30-Second Portfolio Showcase Video,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,121.0,25.95964141081998,216.33034509016647,86.47492670513365,0.31788129226145756,4.804021044733257,-0.3938890856119623,0.9340061570595117,-0.663947621335737,low,https://www.freelancer.com/projects/adobe-premiere-pro/Second-Portfolio-Showcase-Video
40547976,Fan Video Social Media Manager,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 岗位发布语言为英语，需创作英文文案，推断需要流畅英语 / Job post in English and requires English copywriting, so fluent English is inferred",49.0,8.65321380360666,25.95964141081998,20.944309328729588,0.7102040816326529,3.912023005428146,0.10377897711877052,0.15542335882398936,-0.025822190852609422,mid,https://www.freelancer.com/projects/video-editing/Fan-Video-Social-Media-Manager
40547404,German B2B Cold Calling Specialist,fixed,3,1,[AI辅助] 要求母语水平德语用于电话预约 / Native-level German required for cold calling and appointment setting,"[AI辅助] 未提及英语要求，默认入门水平 / No English requirement mentioned, default beginner level",9.0,247.1660724793188,741.4982174379564,313.0770251404705,0.1333333333333333,2.302585092994046,-0.6279912782168705,-1.2493786903211646,0.310693706052147,high,https://www.freelancer.com/projects/german-translator/German-Cold-Calling-Specialist
40547381,Edit University Startup Pitch Video,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found.,[AI辅助] 岗位发布和视频内容均为英语，需要理解以编辑和字幕 / Job and video are in English; must understand to edit and subtitle.,28.0,7.909314319338201,29.659928697518254,27.823837873386175,0.9155844155844157,3.367295829986474,0.364307388136102,-0.3200431667086292,0.3421752774223656,high,https://www.freelancer.com/projects/subtitles-and-captions/Edit-University-Startup-Pitch-Video
40547281,Interior Designer / FF&E + Finish CDs — 4-Unit Gut Reno (Architect Already Engaged),fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 默认英语入门，未明确要求更高水平 / Default English beginner, no explicit higher requirement stated",58.0,648.9910352704994,1297.9820705409988,895.8015800171631,0.38029885057471263,4.07753744390572,-0.3147113621462225,0.29989306501150637,-0.30730221357886445,mid,https://www.freelancer.com/projects/lighting-design/Interior-Designer-Finish-CDs-Unit
40545906,Google Product Review Writing,fixed,0,3,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 需求明确要求 native-level fluency，所以英语必须精通 / Requires native-level English fluency mandatory,90.0,7.909314319338201,29.659928697518254,16.933622254527553,0.41489898989899,4.51085950651685,-0.2708205029500862,0.6781193493515338,-0.47446992615081,low,https://www.freelancer.com/projects/seo-writing/Google-Product-Review-Writing
40545583,AI Specialist in Claude Code & Higgsfield Needed,fixed,0,3,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 要求优秀的英语沟通能力，需要精通 / Excellent English communication required, indicating proficiency",33.0,8.65321380360666,25.95964141081998,26.189344904515718,1.013272727272727,3.5263605246161616,0.48822665601059617,-0.1812031361388991,0.33471489607474764,high,https://www.freelancer.com/projects/claude-code/Specialist-Claude-Code-Higgsfield-Needed
40545571,Exakte Wiederzeichnung eines Designs für Kleidung,fixed,1,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,25.0,29.659928697518254,247.1660724793188,100.76466442836869,0.32690909090909087,3.258096538021482,-0.3824371710522911,-0.41535805144724874,0.01646044019747883,mid,https://www.freelancer.com/projects/vector-design/Exakte-Wiederzeichnung-eines-Designs
40545475,App-freier Trennungsalarm entwickeln,fixed,1,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未提及英语要求，默认入门 / No English requirement mentioned, default beginner",1.0,7.909314319338201,29.659928697518254,7.909314319338201,0.0,0.6931471805599453,-0.7971268561010517,-2.654180739466319,0.9285269416826336,high,https://www.freelancer.com/projects/electronics/App-freier-Trennungsalarm-entwickeln
40543517,Outdoor Ultrasonic Vehicle Detection,hourly,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 默认英语入门，未提及更高要求 / Default English beginner, no higher requirement mentioned",36.0,21.63303450901665,43.2660690180333,29.4930370472927,0.36333333333333334,3.6109179126442243,-0.3362324063666579,-0.10739700105628941,-0.11441770265518425,mid,https://www.freelancer.com/projects/object-detection/Outdoor-Ultrasonic-Vehicle-Detection
40542509,Lexware to Sage Accounting Migration -- 2,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,40.0,29.659928697518254,247.1660724793188,129.29257251393165,0.45806818181818165,3.713572066704308,-0.21605965628474413,-0.017795056885129886,-0.09913229969980712,mid,https://www.freelancer.com/projects/xml/Lexware-Sage-Accounting-Migration-40542509
40542455,Traditionelles T-Shirt-Design Elektro Kaya,fixed,3,1,"[AI辅助] 项目描述全部为德语，需理解详细设计说明 / Job description entirely in German, requires understanding detailed design brief","[AI辅助] 未提及英语要求，默认入门 / No English requirement stated, default beginner",69.0,29.659928697518254,247.1660724793188,77.37358375232444,0.21936693017127792,4.248495242049359,-0.5188562123270672,0.44911402177790305,-0.48398511705248515,low,https://www.freelancer.com/projects/print-design/Traditionelles-Shirt-Design-Elektro-Kaya
40542359,Deep Voice British Male Poem Voiceover (NO AI!!!),fixed,0,3,[AI辅助] 未提及德语要求 / No German requirement mentioned,"[AI辅助] 要求英式男性配音，需英语精通 / British male voiceover required, implying proficient English",14.0,7.909314319338201,29.659928697518254,24.857845003634345,0.7792207792207793,2.70805020110221,0.19132781984546196,-0.8954674208483615,0.5433976203469117,high,https://www.freelancer.com/projects/voice-over/Deep-Voice-British-Male-Poem
40541192,"Software-Trainer / Einweiser (m/w/d) für Waagensoftware (Minijob, 603 € fest, 100% Remote)",fixed,3,2,"[AI辅助] 要求完美德语，流利且无误 / Perfect German required, fluent and error-free","[AI辅助] 要求与英语开发者沟通，需流畅英语 / Requires communication with English developers, fluent English needed",5.0,247.1660724793188,741.4982174379564,568.0865009864664,0.6492,1.791759469228055,0.026394272617026638,-1.6952541586932313,0.8608242156551289,high,https://www.freelancer.com/projects/customer-support/Software-Trainer-Einweiser
40582547,Book & Promote Speaking Engagements,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 需撰写英文宣传材料并沟通媒体与校方，要求英语流畅 / English needed for writing press releases and communicating with media and school PRs,15.0,247.07088712747912,741.2126613824374,405.19625488906576,0.31999999999999995,2.772588722239781,-0.3912014691790169,-0.8391348055654654,0.22396666819322425,mid,https://www.freelancer.com/projects/public-relations/Book-Promote-Speaking-Engagements
40581264,Customer Lead Generation/Meeting Setter for Expats in Germany,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 需要英语进行客户沟通 / English required for client communication,12.0,29.648506455297497,247.07088712747912,101.29906372226644,0.3295454545454546,2.5649493574615367,-0.37909289939867197,-1.0203733627475333,0.3206402316744307,high,https://www.freelancer.com/projects/lead-generation/Customer-Lead-Generation-Meeting-Setter
40582513,Online Coaching: Addison Accounting Software,fixed,2,1,"[AI辅助] 发帖与辅导全程使用德语，需理解会计流程 / Post and coaching use German, needs to follow accounting steps","[AI辅助] 未提及英语要求，默认入门 / No English requirement mentioned, default beginner",8.0,29.648506455297497,247.07088712747912,154.8306774817417,0.5757556818181818,2.1972245773362196,-0.06677108136790959,-1.3413428892204278,0.6372859039262591,high,https://www.freelancer.com/projects/accounting/Online-Coaching-Addison-Accounting
40577455,Deutsche Einzelsatz-Aufnahmen per Smartphone oder Komputer,hourly,3,1,[rule] 命中规则: muttersprachler / rule hits: muttersprachler,"[AI辅助] 未提及英语要求，默认入门 / No English requirement mentioned, default beginner",3.0,17.789103873178497,35.578207746356995,24.377660863244607,0.37037037037037035,1.3862943611198906,-0.3273058064227706,-2.049165428166034,0.8609298108716318,high,https://www.freelancer.com/projects/voice-over/Deutsche-Einzelsatz-Aufnahmen-per
40581820,Wedding Dance Song Mashup,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,32.0,7.906268388079332,29.648506455297497,26.490631679199403,0.8547585227272727,3.4965075614664802,0.2871487190957457,-0.207260372321624,0.24720454570868483,mid,https://www.freelancer.com/projects/audio-editing/Wedding-Dance-Song-Mashup
40581781,Recreate Brochure in InDesign,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,112.0,7.906268388079332,29.648506455297497,31.492714148499033,1.0848214285714284,4.727387818712341,0.578987388068235,0.8671166473026732,-0.1440646296172191,mid,https://www.freelancer.com/projects/print-design/Recreate-Brochure-InDesign
40581696,Otomoto photos and video colected - by Polish Speaker person,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 岗位未明确英语水平，默认入门 / Job does not specify English proficiency, default beginner",8.0,7.906268388079332,29.648506455297497,19.271529195943373,0.5227272727272727,2.1972245773362196,-0.1340385109869322,-1.3413428892204278,0.6036521891167478,high,https://www.freelancer.com/projects/photography/Otomoto-photos-video-colected-Polish
40581613,Sender Newsletter Campaign Guidance,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 默认英语入门；仅要求通过屏幕共享清晰讲解，未指定水平 / Default English beginner; only clear explanation via screen sharing required, no level specified",23.0,29.648506455297497,247.07088712747912,133.46124789877393,0.4774703557312253,3.1780538303479458,-0.19144767205730392,-0.48522353609266194,0.14688793201767902,mid,https://www.freelancer.com/projects/email-marketing/Sender-Newsletter-Campaign-Guidance
40581552,Shopify Backend Manager for App Testing,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 发帖语言为英语但未明确要求更高水平，默认入门 / Post language is English but no explicit higher level, default beginner",133.0,25.95964141081998,216.33034509016647,104.0662817960064,0.41028708133971287,4.897839799950911,-0.2766707865950037,1.0158961004737812,-0.6462834435343925,low,https://www.freelancer.com/projects/shopify-development/Shopify-Backend-Manager-for-App
40581326,Portfolio/Business Website Creation,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 工作描述为英语，需流畅沟通 / Job description in English, fluent communication expected",485.0,29.648506455297497,247.07088712747912,151.28766822472087,0.559460168697282,6.186208623900494,-0.08744221408257946,2.14045216439912,-1.1139471892408497,low,https://www.freelancer.com/projects/web-development/Portfolio-Business-Website-Creation
40581252,Next.js Saas Auth /Payment / Ai credits etc.,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 全英文技术岗位需流畅英语沟通 / Full English technical posting requires fluent English communication,225.0,29.648506455297497,247.07088712747912,157.04730414315875,0.5859507070707071,5.420534999272286,-0.053838520210686996,1.472131958602958,-0.7629852394068225,low,https://www.freelancer.com/projects/nextjs/Next-Saas-Auth-Payment-credits
40580198,Hiring for my office work assistant virtual,hourly,0,3,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 明确要求流利英语口语与书面，代表外部沟通 / Strong English spoken and written essential, representing externally",50.0,5.929701291059499,11.859402582118998,9.274052819217056,0.564,3.9318256327243257,-0.08168336165096524,0.17270813333390397,-0.12719574749243462,mid,https://www.freelancer.com/projects/research/Hiring-for-office-work-assistant
40580194,Mystery Thriller Audiobook Narrator,hourly,0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 要求清晰中性英语发音，推断流畅英语 / Requires clear neutral English diction, infer fluent English",15.0,5.929701291059499,11.859402582118998,10.77229067875809,0.8166666666666667,2.772588722239781,0.23882855843955825,-0.8391348055654654,0.5389816820025118,high,https://www.freelancer.com/projects/audiobook/Mystery-Thriller-Audiobook-Narrator
40579392,Thesis Rewriting on Narrative Economics,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 文本未体现更高英语要求，默认入门 / No higher English requirement evident, default beginner",83.0,247.07088712747912,741.2126613824374,346.70892006640656,0.20163855421686736,4.430816798843313,-0.5413449556670467,0.6082538647061206,-0.5747994101865836,low,https://www.freelancer.com/projects/academic-writing/Thesis-Rewriting-Narrative-Economics
40579126,InDesign Professional for Book Formatting,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未明确要求英语水平，默认入门 / No explicit English level stated, default beginner",85.0,29.648506455297497,247.07088712747912,111.48233740611262,0.3763818181818182,4.454347296253507,-0.31968018367644685,0.6287925202975327,-0.47423635198698977,low,https://www.freelancer.com/projects/adobe-creative-cloud/InDesign-Professional-for-Book
40579057,Livingroom Floor Plan improvement/fix,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 默认英语入门，仅需基础沟通 / Default English beginner, basic communication assumed",31.0,8.65321380360666,25.95964141081998,21.074762650719446,0.7177419354838709,3.4657359027997265,0.1133408716222624,-0.23411949426518072,0.17373018294372156,mid,https://www.freelancer.com/projects/building-designer/Livingroom-Floor-Plan-improvement-fix
40579006,600+ Bavaria Businesses with Outdated Websites - Qualified Leads for Web Agencies and Designers,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未提及英语要求，默认入门 / No English requirement mentioned, default beginner",111.0,43.2660690180333,432.66069018033295,238.8832707963233,0.5023623623623624,4.718498871295094,-0.15987174261039708,0.8593579065336019,-0.5096148245719995,low,https://www.freelancer.com/projects/website-design/Bavaria-Businesses-with-Outdated
40577865,Excel-to-Python Add-in Platform,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 未明确英语要求，默认入门 / No explicit English requirement, default beginner",247.0,247.07088712747912,741.2126613824374,443.20512001552106,0.3969189473684209,5.5134287461649825,-0.29362848957851084,1.553214506105687,-0.9234214978420989,low,https://www.freelancer.com/projects/fastapi/Excel-Python-Add-Platform
40577742,Modern business cards with professional designs,hourly,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,52.0,11.859402582118998,17.789103873178497,13.62690969772327,0.2980769230769229,3.970291913552122,-0.4190112613118968,0.20628352615421802,-0.3126473937330574,mid,https://www.freelancer.com/projects/graphic-design/Modern-business-cards-with-professional-40577742
40577488,Mermaid Coloring & Activity Book Creation,fixed,0,1,[AI辅助] 未发现德语要求；活动文本虽为德语但将由客户提供 / No German requirement found; activity texts in German will be provided by client,"[AI辅助] 默认英语入门，因发帖语言为英语 / Default English beginner, as the post is in English",135.0,29.648506455297497,247.07088712747912,115.36043525665433,0.39421851851851863,4.912654885736052,-0.29705402903398587,1.0288274864616702,-0.662940757747828,low,https://www.freelancer.com/projects/adobe-illustrator/Mermaid-Coloring-Activity-Book-Creation
40577558,YouTube Workshop-Video erstellen,fixed,3,1,"[AI辅助] 明确要求德语配音和德语沟通 / German voice-over required, post in German","[AI辅助] 未提及英语要求，默认入门 / No English requirement found, default beginner",13.0,29.648506455297497,247.07088712747912,110.00356113029609,0.3695804195804196,2.6390573296152584,-0.3283078722979585,-0.9556880273672517,0.3136900775346466,high,https://www.freelancer.com/projects/video-editing/YouTube-Workshop-Video-erstellen
40577522,Commission-Based B2B Sales and Lead Generation,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,9.0,7.906268388079332,8.894551936589249,8.674933370253711,0.7777777777777776,2.302585092994046,0.18949734822333847,-1.2493786903211646,0.7194380192722515,high,https://www.freelancer.com/projects/b2b-marketing/Commission-Based-Sales-Lead-Generation
40577513,Premium 3D Finance App Trailer,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,69.0,25.95964141081998,216.33034509016647,103.37455272917349,0.40665349143610025,4.248495242049359,-0.2812800565560661,0.44911402177790305,-0.36519703916698454,mid,https://www.freelancer.com/projects/rendering/Premium-Finance-App-Trailer
40575940,Customize Mechanical 3D-Printable Puzzle Box,fixed,0,2,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 项目使用英语沟通，需流畅阅读与书写 / Job uses English for communication, fluent reading and writing needed",39.0,29.648506455297497,247.07088712747912,165.04335260115604,0.6227272727272727,3.6888794541139363,-0.0071868275737963045,-0.03934806772059567,0.016080620073399682,mid,https://www.freelancer.com/projects/3d-design/Customize-Mechanical-Printable-Puzzle
40575835,WordPress Blog Relaunch Design Stadt-Entwicklungsspirale,hourly,2,1,"[AI辅助] 整个项目描述为德语，且博客为德语内容，需流畅德语沟通 / Entire posting is in German and the blog is German, requiring fluent German communication","[AI辅助] 未提及英语要求，默认入门 / No English requirement mentioned, default beginner",109.0,11.859402582118998,17.789103873178497,16.76446237026927,0.8272018348623854,4.700480365792417,0.2521925966462328,0.8436304073507273,-0.2957189053522472,mid,https://www.freelancer.com/projects/html/WordPress-Blog-Relaunch-Design-Stadt
40575749,Build WordPress Website with Kadence & Gutenberg,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,"[AI辅助] 发帖语言为英语但未明确要求水平，默认入门 / Job post is in English but no explicit proficiency stated, default beginner",236.0,648.9910352704994,1297.9820705409988,923.8717015855619,0.42355079096045184,5.4680601411351315,-0.2598455476580663,1.5136144017335953,-0.8867299746958308,low,https://www.freelancer.com/projects/wordpress/Build-WordPress-Website-with-Kadence
40575382,100k German Corporate Leads,fixed,0,1,[AI辅助] 未发现德语要求 / No German requirement found,[AI辅助] 默认英语入门 / Default English beginner,58.0,29.648506455297497,247.07088712747912,676.2585771251993,2.97398119122257,4.07753744390572,2.975418349354811,0.29989306501150637,1.3377626421716524,high,https://www.freelancer.com/projects/b2b-marketing/German-Corporate-Leads
